Plant group,Genus,Species,Ploidy level,1C (pg),Original Reference,Paper
Angiosperm,Rudbeckia,hirta,2,6.5,"Olszewska and Osiecka, 1983 (Ref. 156)",1991
Angiosperm,Oxalis,neuwiedii,2,6.5,"De Azkue and Martínez, 1988 (Ref. 172)",1995
Angiosperm,Lathyrus,chloranthus,2,6.5,"Nandini et al., 1997 (Ref. 319)",2000
Angiosperm,Crepis,grandiflora,2,6.5,"Brown and Jone, 1975 (Ref. 42)",1976
Angiosperm,Anthurium,lucens,,6.52,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Vicia,galilaea,2,6.52,"Cremonini et al., 1992 (Ref. 408)",2005a
Angiosperm,Hieracium,virosum,3,6.53,"Chrtek et al., 2009 (Ref. 641)",2012
Angiosperm,Briza,brachychaete,4,6.55,"Schifino and Winge, 1983 (Ref. 117)",1991
Angiosperm,Delphinium,ajacis,2,6.55,"Olszewska and Osiecka, 1983 (Ref. 156)",1991
Angiosperm,Narcissus,hedraeanthus,2,6.55,"González-Aguilera et al., 1990 (Ref. 205)",1995
Angiosperm,Lathyrus,hirticarpus,2,6.55,"Nandini et al., 1997 (Ref. 319)",2000
Gymnosperm,Lepidothamnus,intermedius,2,6.55,"Davies et al., 1997 (Ref. 3)",1998
Angiosperm,Crocus,angustifolius x flavus,,6.55,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Streptopus,amplexifolius,,6.55,"Leitch et al., 2007 (Ref. 565)",2011
Gymnosperm,Dacrydium,elatum,,6.55,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Festuca,trichophylla,6,6.56,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Portenschlagiella,ramosissima,,6.57,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Lathyrus,maritimus,2,6.58,"Narayan, 1982 (Ref. 113)",1991
Angiosperm,Nolina,matapensis,,6.58,"Bennett and Smith, 1987 (Ref. 164)",1995
Angiosperm,Vicia,assyriaca,2,6.58,"Maxted et al., 1991 (Ref. 190)",1995
Angiosperm,Agave,americana,4,6.58,"Banerjee and Sharma, 1987 (Ref. 222)",1995
Angiosperm,Ranunculus,creticus,2,6.58,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Typhonium,trilobatum,,6.59,"Ghosh et al., 2001 (Ref. 411)",2005a
Angiosperm,Hieracium,brachiatum,7,6.60,"Suda et al., 2007 (Ref. 569)",2011
Angiosperm,Vicia,tigridis,2,6.6,"Maxted et al., 1991 (Ref. 190)",1995
Angiosperm,Coelogyne,barbata,2,6.6,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Caryota,urens,2,6.6,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Anemone,sylvestris,2,6.6,"Rothfels et al., 1966 (Ref. 8)",1976
Angiosperm,Senecio,hallianus,,6.6,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Deyeuxia,aff. quadriseta,8,6.6,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Iris,rubromarginata,2,6.61,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Koeleria,aff. cheesemanii,4,6.62,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Festuca,nigrescens,6,6.62,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Bromus,caroli-henrici,2,6.63,"Bennett and Smith, 1987 (Ref. 164)",1995
Angiosperm,Mammillaria,plumosa,2,6.63,"Das and Mohanty, 1997 (Ref. 334)",2000
Angiosperm,Puschkinia,scilloides,2,6.63,"Greilhuber, 1977 (Ref. 59)",1982
Angiosperm,Asarum,europaeum,2,6.65,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Vicia,pisiformis,2,6.65,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Lathyrus,blepharicarpus,2,6.65,"Nandini et al., 1997 (Ref. 319)",2000
Angiosperm,Ranunculus,pratensis,2,6.65,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Pyrrhopappus,multicaulis,2,6.65,"Price and Bachmann, 1976 (Ref. 70)",1982
Gymnosperm,Dacrydium,gracile,,6.65,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Papaver,setigerum,4,6.68,"Srivastava and Lavania, 1991 (Ref. 167)",1995
Angiosperm,Bromus,haenkeanus,6,6.68,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Festuca,billyii,6,6.68,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Dactylorhiza,lapponica,4,6.69,"Aagaard et al., 2005 (Ref. 517)",2011
Angiosperm,Argyranthemum,haouarytheum,2,6.7,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Pinanga,celebica,2,6.7,"Röser et al., 1997 (Ref. 271)",1997
Gymnosperm,Lepidothamnus,laxifolius,2,6.7,"Davies et al., 1997 (Ref. 3)",1998
Angiosperm,Senecio,x abbreviatus,,6.7,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Argyranthemum,webbii,2,6.72,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Senecio,amygdalifolius,4,6.73,"Lawrence, 1985 (Ref. 114)",1991
Angiosperm,Chrysanthemum,morifolium,5,6.73,"Ohri et al., 1981 (Ref. 209)",1995
Angiosperm,Lachnagrostis,littoralis,8,6.74,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Festuca,extremiorientalis,4,6.74,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Doritis,pulcherrima,2,6.75,"Lin et al., 2001 (Ref. 447)",2005a
Angiosperm,Vicia,pannonica,2,6.75,"Raina and Rees, 1983 (Ref. 112)",1991
Angiosperm,Ranunculus,revelieri,4,6.75,"D'Ovidio and Marchi, 1990 (Ref. 196)",1995
Angiosperm,Cyphomandra,corymbiflora,2,6.75,"Pringle and Murray, 1991 (Ref. 208)",1995
Angiosperm,Vicia,hyrcanica,2,6.75,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Ranunculus,marginatus,4,6.75,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Ranunculus,cappadocius,2,6.75,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Phalaenopsis,mannii,2,6.75,"Lin et al., 2001 (Ref. 447)",2005a
Angiosperm,Dioscorea,elephantipes,,6.75,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Deyeuxia,avenoides,10,6.77,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Vicia,hybrida,2,6.78,"Martin and Shanks, 1966 (Ref. 19)",1976
Angiosperm,Lapageria,rosea,2,6.78,"Hanson et al., 2003 (Ref. 380)",2005a
Angiosperm,Askellia,karelinii,2,6.78,"Enke et al., 2011 (Ref. 670)",2012
Angiosperm,Cyclamen,coum,,6.78,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Artemisia,splendens,4,6.8,"Torrell and Valles, 2001 (Ref. 386)",2005a
Angiosperm,Alopecurus,pratensis,,6.8,"Olszewska and Osiecka, 1982 (Ref. 155)",1991
Angiosperm,Bromus,coloratus,6,6.8,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Scilla,decidua,2,6.8,"Nagl et al., 1979 (Ref. 86)",1982
Gymnosperm,Prumnopitys,amara,,6.8,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Iris,pumila,4,6.81,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Pteridophyte,Pellaea,glabella,4,6.81,"Bainard et al., 2011 (Ref. 18)",2011b
Pteridophyte,Nephrolepis,cordifolia,2,6.82,"Obermayer et al., 2002 (Ref. 9)",2002a
Angiosperm,Argyranthemum,cf. coronopifolium,2,6.82,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Dracunculus,vulgaris,2,6.83,"Bennett, 1972 (Ref. 1)",1976
Angiosperm,Lathyrus,ochrus,2,6.83,"Narayan, 1982 (Ref. 113)",1991
Pteridophyte,Dryopteris,marginalis,2,6.83,"Bainard et al., 2011 (Ref. 18)",2011b
Angiosperm,Festuca,rothmaleri,6,6.83,"Loureiro et al., 2007 (Ref. 582)",2011
Angiosperm,Argyranthemum,adauctum,2,6.85,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Anthericum,suffruticosum,2,6.85,"Bennett, 1972 (Ref. 1)",1976
Angiosperm,Lathyrus,sphaericus,2,6.85,"Rees and Hazarika, 1969 (Ref. 15)",1976
Angiosperm,Agave,decipiens,6,6.85,"Banerjee and Sharma, 1987 (Ref. 222)",1995
Angiosperm,Chrysanthemum,spatiosum,2,6.85,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",1982
Angiosperm,Cephalaria,gigantea,4,6.86,"Temsch and Greilhuber, 2010 (Ref. 652)",2012
Angiosperm,Platanthera,bifolia,2,6.87,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Rhoeo,spathacea,2,6.88,"Kenton, 1984 (Ref. 121)",1991
Angiosperm,Crepis,pontana,2,6.88,"Brown and Jone, 1975 (Ref. 42)",1976
Angiosperm,Vulpia,myuros,6,6.89,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Mausolea,eriocarpa,2,6.9,"Garcia et al., 2004 (Ref. 521)",2011
Angiosperm,Bromus,stamineus,6,6.9,"Klos et al., 2009 (Ref. 635)",2012
Angiosperm,Sogerianthe,sessiliflora,2,6.9,"Martin., 1983 (Ref. 109)",1991
Angiosperm,Lathyrus,aphaca,2,6.9,"Rees and Hazarika, 1969 (Ref. 15)",1976
Angiosperm,Vicia,dionysiensis,2,6.9,"Maxted et al., 1991 (Ref. 190)",1995
Angiosperm,Triticum,aegilopoides,2,6.9,"Rees and Walters, 1965 (Ref. 4)",1976
Gymnosperm,Acmopyle,sahniana,,6.9,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Festuca,staroplaninica,6,6.92,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Hieracium,bauhinii,7,6.93,"Suda et al., 2007 (Ref. 569)",2011
Angiosperm,Bromus,?valdivianus,6,6.95,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Mammillaria,rhodantha,2,6.95,"Das and Mohanty, 1997 (Ref. 334)",2000
Gymnosperm,Dacrydium,nidulum,,6.95,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Argyranthemum,teneriffae,2,6.97,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Festuca,carnuntina,6,6.97,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Festuca,lemanii,6,6.98,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Anthurium,lentii,,6.98,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Festuca,hirtovaginata,6,6.99,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Bromus,lithobius,6,6.99,"Klos et al., 2009 (Ref. 635)",2012
Angiosperm,Bromus,leptoclados,6,7,"Klos et al., 2009 (Ref. 635)",2012
Angiosperm,Lathyrus,cicera,2,7,"Rees and Hazarika, 1969 (Ref. 15)",1976
Angiosperm,Callisia,repens,2,7,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Limonium,perigrinum,2,7,"Morgan et al., 1995 (Ref. 315)",2000
Angiosperm,Lathyrus,hierosolymitanus,2,7,"Nandini et al., 1997 (Ref. 319)",2000
Angiosperm,Ornithogalum,dubium,,7,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Dactylorhiza,sambucina,,7,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Gymnosperm,Dacrydium,naussoriense,,7,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Xyris,gracilis,2,7.01,"Hanson et al., 2003 (Ref. 380)",2005a
Angiosperm,Knautia,arvensis,4,7.01,"Temsch and Greilhuber, 2010 (Ref. 652)",2012
Angiosperm,Ranunculus,reptans,4,7.03,"D'Ovidio and Marchi, 1990 (Ref. 196)",1995
Angiosperm,Festuca,stricta,6,7.03,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Festuca,riccerii,6,7.03,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Deyeuxia,aucklandica,8,7.03,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Knautia,drymeia,4,7.03,"Temsch and Greilhuber, 2010 (Ref. 652)",2012
Angiosperm,Kaschgaria,brachanthemoides,2,7.05,"Garcia et al., 2004 (Ref. 521)",2011
Angiosperm,Aegilops,sharonensis,2,7.05,"Furuta et al., 1986 (Ref. 265)",1995
Pteridophyte,Phyllitis,scolopendrium,4,7.05,"Redondo et al., 1999 (Ref. 7)",2001
Angiosperm,Spathiphyllum,,,7.05,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Iris,reticulata,,7.05,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Ornithogalum,candicans (= Galtonia candicans),,7.05,"Zonneveld et al., 2005 (Ref. 466)",2005b
Gymnosperm,Dacrydium,balansae,,7.05,"Zonneveld, 2012 (Ref. 44)",2012a
Angiosperm,Argyranthemum,vincentii,2,7.06,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Argyranthemum,broussonetii,2,7.07,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Vicia,johannis,2,7.08,"Raina and Rees, 1983 (Ref. 112)",1991
Angiosperm,Sowerbaea,laxiflora,2,7.08,"Stewart and Barlow, 1976 (Ref. 171)",1995
Angiosperm,Ranunculus,californicus,4,7.08,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Argyranthemum,gracile,2,7.09,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Phragmipedium,besseae,2,7.1,"Cox et al., 1996 (Ref. 300)",1997
Angiosperm,Weberbauerocereus,winterianus,8,7.1,"Barlow, 1974 (Ref. 31)",1976
Pteridophyte,Asplenium,billotii,4,7.1,"Redondo et al., 1999 (Ref. 7)",2001
Angiosperm,Senecio,kleinia,,7.1,"Zonneveld et al., 2005 (Ref. 466)",2005b
Angiosperm,Narcissus,bulbocodium,2,7.1,"Zonneveld, 2008 (Ref. 581)",2011
Pteridophyte,Angiopteris,lygodiifolia,,7.1,"Hanson and Leitch, 2002 (Ref. 11)",2002b
Angiosperm,Festuca,glauca,6,7.11,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Festuca,ulochaeta,6,7.13,"Schifino and Winge, 1983 (Ref. 117)",1991
Angiosperm,Agropyron,cristatum,2,7.13,"Vogel et al., 1999 (Ref. 343)",2000
Angiosperm,Aegilops,bicornis,2,7.13,"Rees and Walters, 1965 (Ref. 4)",1976
Angiosperm,Hieracium,humile,4,7.13,"Chrtek et al., 2009 (Ref. 641)",2012
Angiosperm,Knautia,norica,4,7.13,"Temsch and Greilhuber, 2010 (Ref. 652)",2012
Angiosperm,Anthurium,clavigerum,,7.14,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Argyranthemum,foeniculaceum,2,7.14,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Roggeveldia,fistulosa,2,7.15,"Goldblatt et al., 1984 (Ref. 137)",1991
Angiosperm,Anthurium,coriaceum,,7.16,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Tradescantia,fluminensis,12,7.18,"Martínez and Ginzo, 1985 (Ref. 181)",1995
Angiosperm,Bromus,valdivianus,6,7.18,"Klos et al., 2009 (Ref. 635)",2012
Angiosperm,Anthurium,leuconeurum,,7.18,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Phalaenopsis,amboinensis,2,7.18,"Lin et al., 2001 (Ref. 447)",2005a
Angiosperm,Festuca,saxatilis,6,7.18,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Anthurium,radicans,,7.18,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Gymnosperm,Welwitschia,mirabilis,,7.2,"Leitch et al., 2001 (Ref. 25)",2001c
Algae,Chara,aspera,,7.2,"Maszewski and Kolodziejczyk, 1991 (Ref. 32)",2005
Pteridophyte,Athyrium,filix-femina,2,7.2,"Bainard et al., 2011 (Ref. 18)",2011b
Pteridophyte,Phegopteris,connectilis,3,7.20,"Bainard et al., 2011 (Ref. 18)",2011b
Angiosperm,Argyranthemum,frutescens,2,7.21,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Rhoeo,discolor,2,7.23,"Bennett, 1972 (Ref. 1)",1976
Angiosperm,Thyrsanthemum,floribundum,4,7.23,"Jones and Kenton, 1984 (Ref. 119)",1991
Angiosperm,Lathyrus,annuus,2,7.23,"Rees and Hazarika, 1969 (Ref. 15)",1976
Angiosperm,Secale,fragile,2,7.23,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Leucanthemum,myconis,2,7.23,"Nagl and Ehrendorfer, 1974 (Ref. 32)",1976
Angiosperm,Festuca,gigantea,8,7.23,"Seal, 1979 (Ref. 72)",1982
Angiosperm,Iris,foetidissima,,7.23,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Ranunculus,biternatus,6,7.25,"Bennett MD, Smith JB, Lewis Smith RI., 1982 (Ref. 105)",1982
Angiosperm,Narcissus,cantabricus,2,7.25,"González-Aguilera et al., 1990 (Ref. 205)",1995
Angiosperm,Vanilla,pompona,,7.25,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Crepis,sibirica,2,7.25,"Brown and Jone, 1975 (Ref. 42)",1976
Angiosperm,Ranunculus,parnassiifolius,4,7.25,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Rudbeckia,bicolor,,7.26,"Musial et al., 2012 (Ref. 674)",2012
Angiosperm,Tanacetum,cinerariifolium,,7.27,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Pteridophyte,Cibotium,hawaiense,2,7.27,"Obermayer et al., 2002 (Ref. 9)",2002a
Angiosperm,Festuca,rupicola,6,7.27,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Vicia,narbonensis,2,7.28,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Mauritiella,aculeata,2,7.28,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Lasiocephalus,sodiroi,2,7.29,"Dusková et al., 2010 (Ref. 631)",2012
Angiosperm,Scilla,taurica,2,7.3,"Greilhuber et al., 1981 (Ref. 104)",1982
Angiosperm,Alepis,flavida,2,7.3,"Martin., 1983 (Ref. 109)",1991
Angiosperm,Ranunculus,illyricus,4,7.3,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Artemisia,princeps,6,7.3,"Garcia et al., 2004 (Ref. 521)",2011
Angiosperm,Baileya,multiradiata,,7.32,"Sliwinska et al., 2009 (Ref. 624)",2012
Angiosperm,Ranunculus,flammula,6,7.33,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Ranunculus,escholtzii,4,7.33,"Baack, 2004 (Ref. 523)",2011
Angiosperm,Festuca,durandoi,4,7.33,"Smarda et al., 2008 (Ref. 555)",2011
Angiosperm,Hieracium,amplexicaule,4,7.33,"Chrtek et al., 2009 (Ref. 641)",2012
Angiosperm,Cosmos,atrosanguineus,,7.34,"Hanson et al., 2002 (Ref. 465)",2005a
Pteridophyte,Cyathea,crinita,,7.35,"Obermayer et al., 2002 (Ref. 9)",2002a
Angiosperm,Chrysanthemum,segetum,2,7.35,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",1982
Angiosperm,Hieracium,lawsonii,4,7.36,"Chrtek et al., 2009 (Ref. 641)",2012
Angiosperm,Dietes,bicolor,,7.37,"Vesely et al., 2011 (Ref. 675)",2012
Angiosperm,Hieracium,caesium,4,7.38,"Chrtek et al., 2009 (Ref. 641)",2012
Angiosperm,Vicia,lutea,2,7.4,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Herminium,gramineum,2,7.4,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Kadsura,coccinea,,7.4,"Morawetz and Samuel, 1998 (Ref. 341)",2000
Algae,Chara,tomentosa,,7.4,"Maszewski and Kolodziejczyk, 1991 (Ref. 32)",2005
Angiosperm,Scilla,monophyllos,,7.4,"Zonneveld et al., 2005 (Ref. 466)",2005b
Bryophyte,Pellia,borealis,2,7.4,"Temsch et al., 2010 (Ref. 4)",2010a
Angiosperm,Secale,africanum,2,7.43,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Bromus,unioloides,6,7.43,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Vicia,dumetorum,2,7.43,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Achillea,borealis,6,7.43,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Callisia,multiflora,4,7.43,"Guervin et al., 1975 (Ref. 52)",1976
Angiosperm,Gunnera,manicata,2,7.44,"Hanson et al., 2001 (Ref. 379)",2005a
Angiosperm,Coccothrinax,argentata,2,7.45,"Röser et al., 1997 (Ref. 271)",1997
Angiosperm,Achillea,stricta,6,7.45,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Agave,angustifolia,4,7.45,"Robert et al., 2008 (Ref. 680)",2012
Angiosperm,Scilla,violacea,2,7.48,"Bennett, 1972 (Ref. 1)",1976
Angiosperm,Alopecurus,geniculatus,4,7.48,"Band, 1984 (Ref. 154)",1991
Angiosperm,Acanthephippium,sylhetense,,7.48,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Commelina,benghalensis,,7.48,"Lewis and Kenton, 1989 (Ref. 269-E)",1995
Angiosperm,Thinopyrum,bessarabicum,2,7.48,"Vogel et al., 1999 (Ref. 343)",2000
Angiosperm,Poa,cita,12,7.5,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Lasiocephalus,ovatus,2,7.5,"Dusková et al., 2010 (Ref. 631)",2012
Angiosperm,Oxalis,sarmentosa,2,7.5,"De Azkue and Martínez, 1984 (Ref. 169)",1995
Angiosperm,Oxalis,sellowii,12,7.5,"De Azkue and Martínez, 1988 (Ref. 172)",1995
Angiosperm,Vicia,hajastana,2,7.5,"Chooi WY., 1971 (Ref. 21)",1976
Angiosperm,Ranunculus,millefoliatus,2,7.5,"Goepfert, 1974 (Ref. 44)",1976
Pteridophyte,Polypodium,cambricum,2,7.5,"Redondo et al., 1999 (Ref. 8)",2001
Angiosperm,Festuca,altaica,4,7.5,"Smarda et al., 2008 (Ref. 555)",2011
Pteridophyte,Gymnocarpium,dryopteris,4,7.51,"Bainard et al., 2011 (Ref. 18)",2011b
Angiosperm,Festuca,paniculata,4,7.51,"Loureiro et al., 2007 (Ref. 582)",2011
Angiosperm,Lasiocephalus,pichinchensis,2,7.51,"Dusková et al., 2010 (Ref. 631)",2012
Angiosperm,Phalaenopsis,bellina,2,7.52,"Lin et al., 2001 (Ref. 447)",2005a
Angiosperm,Festuca,contracta,6,7.53,"Bennett MD, Smith JB, Lewis Smith RI., 1982 (Ref. 105)",1982
Angiosperm,Bougainvillea,x glabra-peruviana,4,7.53,"Ohri and Khoshoo, 1982 (Ref. 134)",1991
Angiosperm,Lathyrus,cassius,2,7.53,"Callimassia and Bennett, 1992 (Ref. 269-H)",1995
Angiosperm,Lasiocephalus,lingulatus,2,7.54,"Dusková et al., 2010 (Ref. 631)",2012
Angiosperm,Briza,media,4,7.55,"Schifino and Winge, 1983 (Ref. 117)",1991
Angiosperm,Bromus,runssoroensis,6,7.55,"Klos et al., 2009 (Ref. 635)",2012
Angiosperm,Lathyrus,spathulatus,2,7.58,"Callimassia and Bennett, 1992 (Ref. 269-H)",1995
Angiosperm,Festuca,arundinacea,10,7.58,"Seal, 1979 (Ref. 72)",1982
Pteridophyte,Thelypteris,palustris,2,7.59,"Bainard et al., 2011 (Ref. 18)",2011b
Angiosperm,Ornithogalum,longibracteatum,,7.6,"Bennett, 1972 (Ref. 1)",1976
Angiosperm,Cyphomandra,luteoalba,2,7.6,"Pringle and Murray, 1991 (Ref. 208)",1995
Angiosperm,Vanilla,phaeantha,,7.6,"Jones et al., 1998 (Ref. 307)",2000
Angiosperm,Allium,sibiricum,2,7.6,"Jones and Rees, 1968 (Ref. 5)",1976
Angiosperm,Scilla,resslii,2,7.6,"Greilhuber, 1979 (Ref. 89)",1982
Angiosperm,Amorphophallus,lambii,2,7.63,"Chauhan and Brandham, 1985 (Ref. 161)",1991
Angiosperm,Ranunculus,asiaticus,2,7.63,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Hieracium,visianii,4,7.64,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Achillea,millefolium,6,7.65,"Mowforth, 1986 (Ref. 158)",1991
Angiosperm,Uvularia,sessilifolia,2,7.65,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Lathyrus,belinensis,2,7.65,"Nandini et al., 1997 (Ref. 319)",2000
Angiosperm,Ranunculus,multifidus,8,7.65,"Goepfert, 1974 (Ref. 44)",1976
Angiosperm,Hieracium,brachiatum,8,7.65,"Suda et al., 2007 (Ref. 569)",2011
Pteridophyte,Llavea,cordifolia,,7.67,"Obermayer et al., 2002 (Ref. 9)",2002a
Angiosperm,Deyeuxia,quadriseta,8,7.68,"Murray et al., 2005 (Ref. 528)",2011
Angiosperm,Anthurium,solitarium,,7.68,"Bliss & Suzuki, 2012 (Ref. 673)",2012
Angiosperm,Artemisia,leucodes,2,7.7,"Garcia et al., 2004 (Ref. 521)",2011
Angiosperm,Vicia,mollis,2,7.7,"Maxted et al., 1991 (Ref. 190)",1995
Angiosperm,Habenaria,edgeworthii,2,7.7,"Narayan et al., 1989 (Ref. 250)",1995
Angiosperm,Bellevalia,pycnantha,4,7.7,"Hanson et al., 1993 (Ref. 269-I)",1995
Angiosperm,Rossioglossum,williamsianum,,7.7,"Hanson et al., 1999 (Ref. 377)",2000
Pteridophyte,Dryopteris,intermedia,2,7.7,"Bainard et al., 2011 (Ref. 18)",2011b
Angiosperm,Achillea,tanacetifolia,6,7.73,"Dabrowska J., 1992 (Ref. 326)",2000
Angiosperm,Iris,aff. maracandica,,7.73,"Hanson et al., 1999 (Ref. 377)",2000
Angiosperm,Artemisia,bigelovii,4,7.75,"Garcia et al., 2004 (Ref. 521)",2011
Angiosperm,Bromus,oxyodon,4,7.75,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Cyphomandra,betacea,2,7.75,"Pringle and Murray, 1991 (Ref. 208)",1995
Angiosperm,Tradescantia,spathacea,,7.75,"Zonneveld et al., 2005 (Ref. 466)",2005b
Pteridophyte,Polystichum,acrostichoides,2,7.75,"Bainard et al., 2011 (Ref. 18)",2011b
Angiosperm,Hordeum,depressum,4,7.76,"Jakob et al., 2004 (Ref. 491)",2011
Angiosperm,Senecio,pectinatus,8,7.78,"Lawrence, 1985 (Ref. 114)",1991
Angiosperm,Lathyrus,odoratus,2,7.78,"Murray et al., 1992 (Ref. 211)",1995
Angiosperm,Leucanthemum,multicaule,2,7.78,"Nagl and Ehrendorfer, 1974 (Ref. 32)",1976
Angiosperm,Agropyron,mongolicum,2,7.78,"Vogel et al., 1999 (Ref. 343)",2000
Angiosperm,Hieracium,piliferum,4,7.79,"Chrtek et al., 2009 (Ref. 641)",2012
Angiosperm,Artemisia,dracunculoides,6,7.79,"Pellicer et al., 2007 (Ref. 553)",2011
Angiosperm,Oxalis,eriocarpa,2,7.8,"De Azkue and Martínez, 1984 (Ref. 169)",1995
Angiosperm,Lathyrus,mulkak,2,7.8,"Nandini et al., 1997 (Ref. 319)",2000
Angiosperm,Psathyrostachys,juncea,2,7.8,"Vogel et al., 1999 (Ref. 343)",2000
